brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported
Toyota,Tundra SR5,2020,"26,300 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$46,199",46199,26300,True,True
Honda,Fit Sport,2007,"156,111 mi.",Gasoline,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,"$5,200",5200,156111,True,True
Chevrolet,Silverado 2500 LTZ,2016,"172,600 mi.",Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$32,500",32500,172600,True,True
Honda,Accord Crosstour EX-L,2010,"145,000 mi.",Gasoline,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$9,000",9000,145000,True,False
Ford,F-250 XLT Super Duty,2001,"64,309 mi.",Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$7,500",7500,64309,True,False
RAM,1500 TRX,2021,"15,183 mi.",Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$90,000",90000,15183,True,False
Buick,Envision Essence,2020,"28,548 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,,"$32,063",32063,28548,,False
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,"14,000 mi.",Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$46,900",46900,14000,True,False
Mercedes-Benz,CLS 450 Base,2019,"67,000 mi.",Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,"$44,500",44500,67000,True,False
Jeep,Wrangler Unlimited Sport,2017,"84,786 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$23,500",23500,84786,True,False
Mercedes-Benz,S-Class S 63 AMG,2008,"93,000 mi.",Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$17,800",17800,93000,True,False
Hyundai,Genesis Coupe 3.8 Track,2010,"127,500 mi.",Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,"$6,000",6000,127500,True,True
Ford,Mustang Mach-E GT,2022,"8,000 mi.",,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Black,None reported,Yes,"$60,999",60999,8000,True,False
GMC,Canyon Elevation Standard,2022,"16,500 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,"$32,900",32900,16500,True,False
Jaguar,XK Base,2013,"55,700 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$27,200",27200,55700,True,False
Ford,F-250 LARIAT,2021,"42,245 mi.",Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Agate Black Metallic,Black,None reported,,"$76,598",76598,42245,,False
Toyota,RAV4 Base,2009,"78,500 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,,None reported,Yes,"$12,000",12000,78500,True,False
Ford,Expedition Platinum,2018,"48,619 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,White,None reported,Yes,"$51,499",51499,48619,True,False
Jeep,Wrangler Unlimited 4xe Sahara,2021,"51,105 mi.",Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$42,700",42700,51105,True,False
Ford,F-150 XLT,2016,"25,880 mi.",E85 Flex Fuel,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,None reported,Yes,"$25,500",25500,25880,True,False
Tesla,Model S Plaid,2021,"20,100 mi.",,1020.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"$69,995",69995,20100,True,False
Toyota,Tacoma SR5,2018,"25,083 mi.",Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$34,955",34955,25083,True,True
Audi,TT Roadster quattro,2002,"69,300 mi.",Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,"$9,995",9995,69300,True,True
Toyota,Highlander Hybrid Limited Platinum,2019,"46,000 mi.",Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,None reported,Yes,"$40,000",40000,46000,True,False
Jeep,Liberty Sport,2008,"141,485 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500",6500,141485,True,True
Toyota,Sequoia Limited,2018,"63,990 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$48,000",48000,63990,True,True
Ford,Transit-350 Base,2020,"19,400 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$58,000",58000,19400,True,False
Subaru,BRZ Limited,2013,"129,858 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$13,490",13490,129858,True,True
Volvo,XC60 3.2,2012,"102,000 mi.",Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,"$10,800",10800,102000,True,False
Subaru,Impreza WRX Sti Special Edition,2010,"8,700 mi.",Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$39,900",39900,8700,True,False
Chevrolet,Bolt EV LT,2018,"49,279 mi.",,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Gray,None reported,Yes,"$17,500",17500,49279,True,False
Chevrolet,Monte Carlo Supercharged SS,2004,"148,800 mi.",Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$6,500",6500,148800,True,False
Cadillac,Escalade Platinum Edition,2012,"160,249 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$12,900",12900,160249,True,False
Chrysler,300M Base,2004,"45,000 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$6,000",6000,45000,True,False
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,"169,000 mi.",Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$19,500",19500,169000,True,False
Mercedes-Benz,AMG C 63 S,2017,"46,000 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$56,000",56000,46000,True,False
Ferrari,488 Spider Base,2019,"13,900 mi.",Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"$315,000",315000,13900,True,False
Acura,TLX V6 Tech,2015,"38,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$21,900",21900,38000,True,False
Chevrolet,Corvette Z06,2006,"42,000 mi.",Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"$42,000",42000,42000,True,False
Lexus,NX 350h Premium,2024,300 mi.,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,"$50,999",50999,300,True,False
Mercedes-Benz,SLK-Class SLK 350,2008,"120,800 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,"$13,900",13900,120800,True,False
Jeep,Wrangler Unlimited Sahara,2020,"76,313 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None reported,Yes,"$35,234",35234,76313,True,False
Chevrolet,Silverado 1500 LT,2012,"104,000 mi.",E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$16,500",16500,104000,True,True
Lexus,GX 460 Base,2010,"97,097 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$22,000",22000,97097,True,True
Jeep,Wrangler Unlimited X,2008,"136,731 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,None reported,Yes,"$15,900",15900,136731,True,False
RAM,1500 Tradesman/Express,2017,"40,200 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$24,000",24000,40200,True,True
Ford,Explorer ST,2021,"39,105 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,,None reported,Yes,"$44,605",44605,39105,True,False
Mercedes-Benz,G 550 4x4 Squared Base,2017,"23,567 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$215,000",215000,23567,True,True
BMW,M4 Competition,2021,"12,500 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,"$90,000",90000,12500,True,True
Chevrolet,Colorado ZR2,2019,"38,900 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$34,700",34700,38900,True,False
Lincoln,Navigator L Select,2016,"84,272 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$25,221",25221,84272,True,True
Mercedes-Benz,E-Class E 350,2016,"58,375 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$24,999",24999,58375,True,False
Ford,Mustang Shelby GT500,2007,"7,346 mi.",Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$40,999",40999,7346,True,False
Dodge,Charger SRT8,2008,"98,231 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$15,500",15500,98231,True,True
Jaguar,XK Base,2007,"56,000 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$18,000",18000,56000,True,False
Honda,Civic EX,2020,"13,935 mi.",Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,"$26,000",26000,13935,True,False
Subaru,Impreza 2.0i,2019,"30,000 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,"$21,250",21250,30000,True,True
Saab,9-3 Aero,2009,"106,000 mi.",Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$12,950",12950,106000,True,False
BMW,650 Gran Coupe i xDrive,2014,"82,978 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,"$18,700",18700,82978,True,False
Jeep,Wrangler Unlimited Sport,2018,"58,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$35,000",35000,58500,True,False
Ford,F-350 King Ranch,2015,"92,421 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None reported,Yes,"$51,900",51900,92421,True,False
Mazda,CX-30 Preferred,2020,"9,927 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,"$27,518",27518,9927,True,False
Jeep,Wrangler Sport,2000,"122,945 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,Brown,None reported,Yes,"$13,900",13900,122945,True,False
Lexus,RX 330 Base,2006,"110,250 mi.",Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$11,000",11000,110250,True,False
INFINITI,QX56 Base,2011,"103,010 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"$13,500",13500,103010,True,False
Hyundai,Veloster Value Edition,2017,"55,359 mi.",Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Ironman Silver,Black,None reported,,"$15,599",15599,55359,,False
Chevrolet,Silverado 1500 LT Extended Cab,2002,"118,500 mi.",Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$5,900",5900,118500,True,True
Rivian,R1S Launch Edition,2022,"7,800 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,"$92,500",92500,7800,True,False
Land Rover,Rover Range Rover HSE SWB,2020,"41,500 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,"$68,000",68000,41500,True,False
BMW,M4 Base,2020,"28,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$59,900",59900,28000,True,False
Mercedes-Benz,E-Class E 350,2014,"53,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,"$24,500",24500,53500,True,False
Honda,Accord Hybrid Base,2021,"33,523 mi.",Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Lunar Silver Metallic,Gray,None reported,,"$28,748",28748,33523,,False
Toyota,Prius v Three,2016,"86,300 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$18,000",18000,86300,True,True
Subaru,WRX Premium,2022,"7,738 mi.",Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,"$33,000",33000,7738,True,True
Bentley,Bentayga Speed,2020,"22,001 mi.",Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,"$173,995",173995,22001,True,False
Ford,Explorer ST,2022,"14,361 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$51,500",51500,14361,True,False
Chevrolet,Suburban LT,2016,"98,000 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,"$30,000",30000,98000,True,True
Chevrolet,Silverado 1500 Limited Custom,2022,"30,455 mi.",Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None reported,,"$37,698",37698,30455,,False
Ford,Explorer Platinum,2020,"64,552 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,"$36,750",36750,64552,True,True
Lexus,RX 350 Base,2017,"103,866 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$24,700",24700,103866,True,True
Land Rover,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"35,650 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$57,999",57999,35650,True,True
Ford,Explorer Platinum,2021,"64,957 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None reported,Yes,"$39,979",39979,64957,True,False
Dodge,Challenger SRT8 392,2012,"33,700 mi.",,,6-Speed M/T,Black,Black,None reported,Yes,"$33,500",33500,33700,True,False
Chevrolet,Equinox 2LT,2012,"96,653 mi.",Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$7,500",7500,96653,True,True
Dodge,Challenger SXT,2022,"29,500 mi.",Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$31,000",31000,29500,True,False
Porsche,911 Carrera,2021,"7,400 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,,,"$116,999",116999,7400,,
Volvo,XC70 T6 Platinum,2012,"69,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$15,900",15900,69000,True,True
Lexus,GX 470 Base,2005,"198,000 mi.",Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,500",15500,198000,True,True
Porsche,911 Carrera GTS,2015,"23,600 mi.",Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,"$132,900",132900,23600,True,False
Volvo,XC70 3.2,2008,"170,000 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$7,000",7000,170000,True,False
Nissan,350Z NISMO,2008,"76,500 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,"$28,000",28000,76500,True,True
Porsche,911 Turbo,2007,"73,500 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$75,499",75499,73500,True,False
Land Rover,Rover Range Rover SWB,2020,"29,000 mi.",Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,"$70,000",70000,29000,True,False
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$29,500",29500,69404,True,True
Lexus,IS 350 Base,2007,"103,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$12,900",12900,103000,True,True
Porsche,Macan S,2015,"70,500 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,"$26,500",26500,70500,True,True
Land Rover,Rover Range Rover 5.0L Supercharged,2016,"64,000 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,"$36,995",36995,64000,True,False
GMC,Savana 2500 Work Van,2018,"63,460 mi.",E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,"$33,000",33000,63460,True,False
Toyota,4Runner SR5,2018,"32,199 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$35,500",35500,32199,True,False
Hyundai,Palisade SEL,2020,"69,487 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$32,000",32000,69487,True,False
GMC,Sierra 2500 Denali,2015,"86,000 mi.",Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,"$49,000",49000,86000,True,False
Genesis,GV70 3.5T Sport,2022,"8,730 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,,"$48,219",48219,8730,,False
Dodge,Ram Van 1500,2002,"70,000 mi.",Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$8,000",8000,70000,True,True
Chevrolet,Impala 1LT,2017,"70,000 mi.",Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$17,900",17900,70000,True,True
Audi,A4 2.0T Premium Plus,2015,"83,420 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$16,000",16000,83420,True,True
Nissan,Altima 2.5 S,2003,"189,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$2,899",2899,189000,True,True
Porsche,911 Carrera 4S,2017,"31,500 mi.",Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,"$97,555",97555,31500,True,False
BMW,X1 xDrive 28i,2015,"85,766 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$13,000",13000,85766,True,False
GMC,Yukon Denali,2018,"92,800 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$34,000",34000,92800,True,False
Land Rover,Rover Defender SE,2021,"13,970 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,"$75,500",75500,13970,True,False
Porsche,911 Turbo S,2023,154 mi.,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Python Green,Black,None reported,,"$274,900",274900,154,,False
Toyota,Land Cruiser Base,2000,"265,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None reported,Yes,"$15,500",15500,265000,True,False
Scion,xB Base,2011,"95,426 mi.",Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,"$8,000",8000,95426,True,False
Honda,S2000 Base,2001,"119,900 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,"$18,000",18000,119900,True,True
Mazda,CX-30 Select,2020,"23,162 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,"$25,495",25495,23162,True,False
BMW,M4 Competition,2023,"3,950 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,"$83,500",83500,3950,True,False
Porsche,911 Carrera 4S,2006,"80,000 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,"$43,000",43000,80000,True,False
Ford,F-250 Lariat,2015,"94,634 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,"$32,500",32500,94634,True,True
Chevrolet,Corvette Base,2007,"65,000 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$33,885",33885,65000,True,True
Lexus,LS 460 L,2008,"100,000 mi.",Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$11,500",11500,100000,True,True
Toyota,Sienna XSE 25th Anniversary,2023,500 mi.,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,"$59,500",59500,500,True,False
Mercedes-Benz,AMG G 63 Base,2021,"7,856 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,China Blue,Black,None reported,Yes,"$425,000",425000,7856,True,False
Audi,A4 2.0T Premium quattro,2011,"181,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$5,500",5500,181000,True,False
Mercedes-Benz,GLC 300 Base 4MATIC,2018,"48,700 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,None reported,Yes,"$27,900",27900,48700,True,False
Porsche,911 Turbo Cabriolet,2009,"13,500 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$130,000",130000,13500,True,False
Toyota,86 860 Special Edition,2017,"87,500 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$20,000",20000,87500,True,False
Jaguar,XJ8 L,2000,"45,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$12,500",12500,45000,True,False
Chevrolet,Corvette Base,1996,"85,760 mi.",Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,None reported,Yes,"$14,500",14500,85760,True,False
Tesla,Model 3 Long Range,2018,"36,187 mi.",,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,"$28,895",28895,36187,True,False
Hyundai,Tucson SEL,2022,"13,666 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None reported,,"$27,999",27999,13666,,False
Porsche,911 Carrera S,2007,"50,500 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$56,000",56000,50500,True,False
Lincoln,Nautilus Reserve,2021,"19,291 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None reported,,"$44,340",44340,19291,,False
